18678544;727.000000
18678805;718.000000
16170881;714.000000
14917171;714.000000
18678970;713.000000
18678819;711.000000
18679099;711.000000
17424674;710.000000
18678738;709.000000
14916705;709.000000
14917386;709.000000
18679065;709.000000
17424573;707.000000
14916650;704.000000
16170945;704.000000
16170716;704.000000
16170808;703.000000
17424560;703.000000
18679145;703.000000
18678831;703.000000
18678893;702.000000
17425178;701.000000
18678925;701.000000
14916860;700.000000
14917072;700.000000
17424820;700.000000
14917138;700.000000
17424773;700.000000
17424552;699.000000
16171281;699.000000
18678613;699.000000
18679046;698.000000
18678772;698.000000
17425214;698.000000
14916687;697.000000
