17424642;714.000000
16170830;711.000000
17424674;708.000000
14917171;708.000000
17424774;708.000000
17424668;707.000000
14917071;707.000000
17424573;706.000000
18678590;704.000000
18678925;700.000000
17424964;700.000000
14917072;699.000000
14917386;697.000000
16170687;696.000000
18679103;696.000000
17424560;695.000000
17424655;695.000000
17425047;694.000000
14917138;692.000000
18678552;691.000000
14917363;691.000000
18679046;691.000000
17425058;690.000000
16171281;690.000000
18678525;690.000000
17425228;690.000000
14917187;690.000000
17425010;689.000000
14917229;687.000000
14917213;687.000000
16170669;686.000000
17425104;686.000000
17424781;685.000000
14916687;685.000000
17425237;684.000000
