14916705;709.000000
14916687;697.000000
16170694;689.000000
14916767;688.000000
18678512;679.000000
16170703;677.000000
16170681;675.000000
14916794;675.000000
17424548;674.000000
18678574;669.000000
14916690;668.000000
18678477;664.000000
18678488;662.000000
18678540;661.000000
16170702;660.000000
16170637;659.000000
18678457;658.000000
16170586;658.000000
14916760;657.000000
18678498;657.000000
18678468;656.000000
18678596;656.000000
14916837;655.000000
18678593;653.000000
14916655;653.000000
18678577;652.000000
16170741;652.000000
18678605;652.000000
18678455;652.000000
16170721;652.000000
14916730;652.000000
16170714;652.000000
14916777;651.000000
14916740;651.000000
18678515;650.000000
14916797;650.000000
18678482;650.000000
16170601;649.000000
14916776;648.000000
18678584;648.000000
18678599;646.000000
14916826;646.000000
16170647;645.000000
14916839;642.000000
18678618;642.000000
14916836;642.000000
16170682;641.000000
14916733;641.000000
16170625;641.000000
17424707;640.000000
16170800;639.000000
18678626;639.000000
14916744;638.000000
14916732;638.000000
18678539;637.000000
14916841;636.000000
18678663;635.000000
18678559;634.000000
16170641;634.000000
17424536;634.000000
16170695;633.000000
17424644;633.000000
18678615;632.000000
16170629;632.000000
16170736;631.000000
14916711;631.000000
14916677;629.000000
16170690;629.000000
17424600;629.000000
17424534;628.000000
17424712;628.000000
14916862;627.000000
16170623;626.000000
14916706;626.000000
16170642;624.000000
17424686;623.000000
17424570;623.000000
17424696;622.000000
17424589;621.000000
16170598;621.000000
16170726;620.000000
18678610;619.000000
16170740;618.000000
17424646;618.000000
18678600;617.000000
18678556;616.000000
17424612;616.000000
17424676;615.000000
17424537;615.000000
14916796;614.000000
14916831;613.000000
17424695;612.000000
16170612;612.000000
17424633;612.000000
17424614;612.000000
17424652;610.000000
18678481;610.000000
17424546;609.000000
17424595;609.000000
18678587;608.000000
14916643;607.000000
14916671;606.000000
17424667;604.000000
16170711;602.000000
16170705;602.000000
18678659;602.000000
17424654;601.000000
16170580;601.000000
14916752;599.000000
16170759;599.000000
17424721;598.000000
16170781;595.000000
16170786;594.000000
14916819;591.000000
16170646;589.000000
17424574;586.000000
16170796;586.000000
18678589;584.000000
16170581;584.000000
14916656;584.000000
14916775;578.000000
16170692;569.000000
18678566;567.000000
17424555;565.000000
18678670;0.000000
